dimension,n,avgDeg,alpha,ple,threads,seed,plot,TimeWeights,TimePositions,TimeBinary,TimeEdges,GenNumEdge,GenAvgDeg
1,4096,1000,inf,2.5,1,617,0,0.5226,0.1878,123.914,27.5162,2047510,999.761
1,8192,10,inf,2.5,1,618,0,1.0018,0.4012,0.7462,3.3461,40754,9.94971
1,8192,100,inf,2.5,1,619,0,0.9651,0.3817,7.0697,11.6777,409502,99.9761
1,8192,1000,inf,2.5,1,620,0,0.9939,0.3812,127.207,71.3785,4095030,999.763
1,16384,10,inf,2.5,1,621,0,2.432,0.7383,1.2893,6.1013,81926,10.0007
1,16384,100,inf,2.5,1,622,0,1.9098,0.7328,15.821,23.2951,819676,100.058
1,16384,1000,inf,2.5,1,623,0,1.8648,0.7165,194.644,166.714,8191737,999.968
1,32768,10,inf,2.5,1,624,0,4.0881,1.4702,1.9251,12.8644,164361,10.0318
1,32768,100,inf,2.5,1,625,0,3.9044,1.4716,21.6028,47.6702,1639230,100.051
1,32768,1000,inf,2.5,1,626,0,3.8697,1.4572,301.135,410.448,16381880,999.871
1,65536,10,inf,2.5,1,627,0,8.1197,2.9241,3.9782,29.3079,327141,9.98355
1,65536,100,inf,2.5,1,628,0,7.9267,2.9745,18.4159,109.75,3275626,99.9642
1,65536,1000,inf,2.5,1,629,0,7.6085,3.2348,467.786,982.555,32762775,999.841
1,131072,10,inf,2.5,1,630,0,16.2814,6.2883,9.5957,63.7084,653789,9.97603
1,131072,100,inf,2.5,1,631,0,15.5822,5.8796,151.232,293.911,6558589,100.076
1,131072,1000,inf,2.5,1,632,0,16.6766,6.2646,538.699,1389.66,65537924,1000.03
1,262144,10,inf,2.5,1,633,0,31.3433,12.0134,19.6564,135.034,1308645,9.98417
1,262144,100,inf,2.5,1,634,0,31.2621,11.6392,157.881,601.6,13105773,99.9891
1,262144,1000,inf,2.5,1,635,0,35.073,11.9866,1393.9,3070.16,131059373,999.904
1,524288,10,inf,2.5,1,636,0,66.7701,25.7057,29.0199,280.898,2617184,9.98376
1,524288,100,inf,2.5,1,637,0,64.249,23.6582,107.789,1275.67,26208430,99.9772
1,524288,1000,inf,2.5,1,638,0,63.712,23.827,2080.93,6862.12,262152066,1000.03
1,1048576,10,inf,2.5,1,639,0,131.462,47.1884,65.9924,586.614,5236657,9.98813
1,1048576,100,inf,2.5,1,640,0,132.012,47.2065,246.811,2997.33,52436183,100.014
1,1048576,1000,inf,2.5,1,641,0,128.673,47.4861,3256.71,15973.2,524281385,999.987
1,32768,2,inf,2.5,1,642,1,5.9144,1.9427,2.8828,15.6758,32992,2.01367
1,32768,4,inf,2.5,1,643,1,4.1749,1.5833,2.4185,10.2187,65804,4.01636
1,32768,8,inf,2.5,1,644,1,3.9387,1.4874,2.7524,11.3948,131057,7.99908
1,32768,16,inf,2.5,1,645,1,4.1191,1.9491,2.5253,14.9408,262736,16.0361
1,32768,32,inf,2.5,1,646,1,3.8529,1.6052,5.4039,22.2656,525098,32.0494
1,32768,64,inf,2.5,1,647,1,3.9893,1.4683,8.4341,32.7722,1048948,64.0227
1,32768,128,inf,2.5,1,648,1,4.2852,1.5981,18.2638,70.8087,2099794,128.161
1,32768,256,inf,2.5,1,649,1,3.9248,1.4567,68.4421,83.0521,4193593,255.957
1,32768,512,inf,2.5,1,650,1,4.3316,1.433,121.62,228.295,8390218,512.098
1,32768,1024,inf,2.5,1,651,1,3.9388,1.4631,296.098,431.781,16780854,1024.22
1,32768,2048,inf,2.5,1,652,1,3.9832,1.4687,669.798,820.695,33558108,2048.22
1,32768,4096,inf,2.5,1,653,1,3.9527,1.4628,1884.41,1648.43,67112668,4096.23
1,32768,10,inf,2.5,1,654,2,4.0511,1.4251,1.99,12.9971,163538,9.98157
1,32768,10,5,2.5,1,655,2,3.9055,1.4594,9.9331,106.876,163757,9.99493
1,32768,10,4.5,2.5,1,656,2,4.1507,1.458,8.1954,113.229,164530,10.0421
1,32768,10,4,2.5,1,657,2,3.8149,1.4535,11.8224,99.5408,164023,10.0112
1,32768,10,3.5,2.5,1,658,2,3.9457,1.7707,9.2369,107.302,163852,10.0007
1,32768,10,3,2.5,1,659,2,3.8707,1.4595,8.4499,106.165,163283,9.966
1,32768,10,2.5,2.5,1,660,2,3.8242,1.4618,8.0742,109.662,164212,10.0227
1,32768,10,2,2.5,1,661,2,3.8446,1.4576,2.6453,65.7926,163888,10.0029
1,32768,10,inf,2.5,1,662,3,3.7977,1.7799,2.2424,12.7953,164015,10.0107
2,32768,10,inf,2.5,1,663,3,3.9235,2.0485,2.5781,26.8479,163632,9.9873
3,32768,10,inf,2.5,1,664,3,3.8288,2.4005,35.0582,82.1797,163217,9.96198
4,32768,10,inf,2.5,1,665,3,4.1813,2.8512,83.0836,468.057,164497,10.0401
5,32768,10,inf,2.5,1,666,3,3.884,3.2483,463.746,1555.76,163684,9.99048
1,32768,10,inf,2.5,1,667,4,3.8534,1.459,2.0954,13.0545,163892,10.0032
2,32768,10,inf,2.5,1,668,4,3.8127,2.2455,2.5535,27.713,163655,9.98871
3,32768,10,inf,2.5,1,669,4,4.0974,2.3959,36.6002,83.7481,163266,9.96497
4,32768,10,inf,2.5,1,670,4,3.8057,3.175,113.148,522.966,164525,10.0418
5,32768,10,inf,2.5,1,671,4,4.1442,3.4022,440.161,1619.39,163587,9.98456
1,32768,10,inf,2.5,2,672,4,3.9629,1.4275,2.0243,7.6508,164161,10.0196
2,32768,10,inf,2.5,2,673,4,3.9142,2.2538,9.2949,17.6965,163900,10.0037
3,32768,10,inf,2.5,2,674,4,3.917,2.7604,22.2845,48.961,163519,9.98041
4,32768,10,inf,2.5,2,675,4,4.1006,3.0697,104.435,347.651,163029,9.9505
5,32768,10,inf,2.5,2,676,4,3.7773,3.3178,465.977,1038.26,163521,9.98053
1,32768,10,inf,2.5,3,677,4,3.853,1.4577,1.8847,6.2729,164284,10.0271
2,32768,10,inf,2.5,3,678,4,4.2327,2.0893,2.8471,12.8695,164440,10.0366
3,32768,10,inf,2.5,3,679,4,3.7533,2.4264,18.8944,36.6775,163910,10.0043
4,32768,10,inf,2.5,3,680,4,3.7862,2.849,99.0015,230.952,164329,10.0298
5,32768,10,inf,2.5,3,681,4,3.757,3.3201,427.178,769.408,163367,9.97113
1,32768,10,inf,2.5,4,682,4,4.3208,1.4637,1.9311,5.4553,164033,10.0118
2,32768,10,inf,2.5,4,683,4,3.9035,2.419,3.5645,9.397,163692,9.99097
3,32768,10,inf,2.5,4,684,4,3.8372,2.4362,34.0396,28.4713,163649,9.98834
4,32768,10,inf,2.5,4,685,4,3.9198,2.9272,116.118,164.619,163629,9.98712
5,32768,10,inf,2.5,4,686,4,3.8668,3.6164,443.104,590.656,163981,10.0086
1,32768,10,inf,2.5,5,687,4,3.8591,1.4594,2.4366,6.5266,163297,9.96686
2,32768,10,inf,2.5,5,688,4,3.8827,2.0865,2.5628,9.2531,163878,10.0023
3,32768,10,inf,2.5,5,689,4,3.9078,2.4635,34.0216,24.9457,163924,10.0051
4,32768,10,inf,2.5,5,690,4,3.8549,2.9236,110.403,144.546,163353,9.97028
5,32768,10,inf,2.5,5,691,4,4.4476,3.4244,420.32,542.736,163479,9.97797
1,32768,10,inf,2.5,6,692,4,3.8808,1.4957,1.9446,5.7076,163065,9.9527
2,32768,10,inf,2.5,6,693,4,3.9106,2.0592,2.9926,8.2463,164175,10.0204
3,32768,10,inf,2.5,6,694,4,4.044,2.4738,29.4748,25.1201,163939,10.006
4,32768,10,inf,2.5,6,695,4,3.8623,2.931,92.5343,126.238,163474,9.97766
5,32768,10,inf,2.5,6,696,4,4.1308,3.5645,464.911,482.092,164402,10.0343
1,32768,10,2,2.5,1,697,5,3.9114,1.4948,3.3387,66.5058,163499,9.97919
2,32768,10,2,2.5,1,698,5,3.7556,1.9372,4.6637,186.657,163623,9.98676
3,32768,10,2,2.5,1,699,5,4.1183,2.3985,8.4754,1102.35,164475,10.0388
4,32768,10,2,2.5,1,700,5,3.7487,2.8503,34.7149,5577.82,163813,9.99835
5,32768,10,2,2.5,1,701,5,3.7324,3.2876,87.7998,25491.4,163323,9.96844
1,32768,10,2,2.5,2,703,5,4.2435,1.4237,2.9663,35.3452,164025,10.0113
2,32768,10,2,2.5,2,704,5,3.6716,2.2312,3.8966,104.595,164138,10.0182
3,32768,10,2,2.5,2,705,5,3.7504,2.7103,6.2256,655.105,163577,9.98395
4,32768,10,2,2.5,2,706,5,4.0876,2.8531,19.8841,3537.21,164502,10.0404
5,32768,10,2,2.5,2,707,5,4.1237,3.3818,93.5842,16893.9,164565,10.0443
1,32768,10,2,2.5,3,709,5,3.8855,1.4206,2.618,28.3997,163511,9.97992
2,32768,10,2,2.5,3,710,5,3.7886,1.9241,7.7769,79.8466,163178,9.95959
3,32768,10,2,2.5,3,711,5,3.7654,2.3916,4.321,493.087,164185,10.0211
4,32768,10,2,2.5,3,712,5,3.7455,2.8813,10.6259,2889.02,163904,10.0039
5,32768,10,2,2.5,3,713,5,3.757,3.321,61.3001,13164.1,163513,9.98004
1,32768,10,2,2.5,4,715,5,3.8349,1.4214,3.2162,20.6479,163960,10.0073
2,32768,10,2,2.5,4,716,5,3.8261,2.1009,7.0748,56.3075,164085,10.015
3,32768,10,2,2.5,4,717,5,3.8641,2.4538,11.4811,370.863,162919,9.94379
4,32768,10,2,2.5,4,718,5,3.7603,3.1384,12.4559,2031.28,163838,9.99988
5,32768,10,2,2.5,4,719,5,4.032,3.3173,38.06,10209.6,163627,9.987
1,32768,10,2,2.5,5,721,5,3.9504,1.4206,2.3137,20.9332,163616,9.98633
2,32768,10,2,2.5,5,722,5,3.892,2.0906,3.6277,51.0368,163880,10.0024
3,32768,10,2,2.5,5,723,5,4.116,2.4724,13.0723,313.663,164133,10.0179
4,32768,10,2,2.5,5,724,5,3.8414,2.9176,52.6864,1802.12,163666,9.98938
5,32768,10,2,2.5,5,725,5,4.1474,3.4059,87.0396,9433.47,164577,10.045
1,32768,10,2,2.5,6,727,5,3.8725,1.4948,3.7379,17.7132,163604,9.9856
2,32768,10,2,2.5,6,728,5,4.0868,2.0012,3.5404,46.67,163845,10.0003
3,32768,10,2,2.5,6,729,5,4.1225,2.458,8.1507,287.83,163396,9.9729
4,32768,10,2,2.5,6,730,5,3.8571,2.9213,43.8724,1588.6,164206,10.0223
5,32768,10,2,2.5,6,731,5,3.8474,3.4031,166.254,8425.87,163454,9.97644
1,1024,10,inf,2.5,1,733,0,0.1906,0.0497,0.1076,0.3868,5014,9.79297
1,1024,100,inf,2.5,1,734,0,0.121,0.0487,1.5045,1.1584,51077,99.7598
1,2048,10,inf,2.5,1,735,0,0.2867,0.1066,0.16,0.6674,10377,10.1338
1,2048,100,inf,2.5,1,736,0,0.2402,0.1465,3.6062,2.1537,102966,100.553
1,4096,10,inf,2.5,1,737,0,0.6168,0.1827,0.2212,1.3528,20610,10.0635
1,4096,100,inf,2.5,1,738,0,0.4847,0.185,5.3032,4.5325,204900,100.049
1,4096,1000,inf,2.5,1,739,0,0.7875,0.1827,101.171,27.0879,2047285,999.651
1,8192,10,inf,2.5,1,740,0,1.1432,0.359,0.2513,3.1351,40747,9.948
1,8192,100,inf,2.5,1,741,0,0.9248,0.3632,8.7499,10.9365,408971,99.8464
1,8192,1000,inf,2.5,1,742,0,0.9331,0.3641,109.499,69.05,4096757,1000.18
1,16384,10,inf,2.5,1,743,0,2.0146,0.7472,0.8663,5.7494,82161,10.0294
1,16384,100,inf,2.5,1,744,0,1.9098,1.0471,10.5312,23.2538,820013,100.099
1,16384,1000,inf,2.5,1,745,0,1.9098,0.7364,153.621,171.564,8194014,1000.25
1,32768,10,inf,2.5,1,746,0,4.2672,1.4242,1.8171,12.7071,163903,10.0038
1,32768,100,inf,2.5,1,747,0,3.795,1.4183,31.9485,49.518,1638024,99.9771
1,32768,1000,inf,2.5,1,748,0,3.6822,1.7586,260.896,417.779,16384391,1000.02
1,65536,10,inf,2.5,1,749,0,7.6801,2.9115,2.752,28.4674,328207,10.0161
1,65536,100,inf,2.5,1,750,0,8.6168,2.8424,45.8812,108.912,3278842,100.062
1,65536,1000,inf,2.5,1,751,0,7.5218,3.1606,361.926,965.265,32771591,1000.11
1,131072,10,inf,2.5,1,752,0,15.5784,6.1101,6.6407,63.003,656429,10.0163
1,131072,100,inf,2.5,1,753,0,15.2626,5.7243,100.031,263.792,6551647,99.9702
1,131072,1000,inf,2.5,1,754,0,15.853,6.1008,742.669,1399.67,65538426,1000.04
1,262144,10,inf,2.5,1,755,0,32.2189,12.1206,16.4906,128.536,1309432,9.99017
1,262144,100,inf,2.5,1,756,0,31.5525,11.7023,111.378,587.342,13100806,99.9512
1,262144,1000,inf,2.5,1,757,0,33.2614,11.6628,1153.23,2960.28,131067508,999.966
1,524288,10,inf,2.5,1,758,0,65.4637,23.2496,32.6809,274.144,2618794,9.98991
1,524288,100,inf,2.5,1,759,0,66.2888,23.4778,90.9635,1269.84,26218681,100.016
1,524288,1000,inf,2.5,1,760,0,67.1615,23.4626,2019.97,6941.75,262130155,999.947
1,1048576,10,inf,2.5,1,761,0,130.911,47.2316,83.4374,668.555,5242980,10.0002
1,1048576,100,inf,2.5,1,762,0,135.474,47.1513,183.923,2805.8,52431178,100.005
1,1048576,1000,inf,2.5,1,763,0,130.517,47.3378,3396.31,15537.1,524290689,1000.01
1,32768,2,inf,2.5,1,764,1,5.92,1.9515,2.9102,15.693,32752,1.99902
1,32768,4,inf,2.5,1,765,1,4.5028,1.6283,1.5977,10.2043,65108,3.97388
1,32768,8,inf,2.5,1,766,1,3.7922,1.4674,2.0837,11.6267,131531,8.02802
1,32768,16,inf,2.5,1,767,1,3.9801,1.4701,2.6829,15.1338,262539,16.0241
1,32768,32,inf,2.5,1,768,1,4.1828,1.6103,3.7342,20.9326,526244,32.1194
1,32768,64,inf,2.5,1,769,1,4.1841,1.6264,9.3992,33.0616,1047213,63.9168
1,32768,128,inf,2.5,1,770,1,3.9017,1.4636,23.7124,52.3298,2097579,128.026
1,32768,256,inf,2.5,1,771,1,3.8382,1.4868,63.412,80.9346,4194828,256.032
1,32768,512,inf,2.5,1,772,1,4.2031,1.8398,117.661,224.475,8390945,512.143
1,32768,1024,inf,2.5,1,773,1,4.0612,1.4803,279.729,421.334,16776336,1023.95
1,32768,2048,inf,2.5,1,774,1,3.9415,1.4191,806.565,814.938,33547784,2047.59
1,32768,4096,inf,2.5,1,775,1,4.0312,1.4567,2172.64,1663.98,67121546,4096.77
1,32768,10,inf,2.5,1,776,2,4.1173,1.4687,2.0053,13.1056,163129,9.9566
1,32768,10,5,2.5,1,777,2,4.2199,1.4734,8.5676,107.361,163583,9.98431
1,32768,10,4.5,2.5,1,778,2,3.9885,1.51,7.7277,110.874,163580,9.98413
1,32768,10,4,2.5,1,779,2,5.4071,1.4613,15.5683,109.909,164050,10.0128
1,32768,10,3.5,2.5,1,780,2,4.2203,1.496,8.2254,111.869,163012,9.94946
1,32768,10,3,2.5,1,781,2,3.9137,1.499,31.3466,93.7846,164157,10.0193
1,32768,10,2.5,2.5,1,782,2,3.8752,1.4576,8.5069,111.598,163332,9.96899
1,32768,10,2,2.5,1,783,2,3.839,1.4725,2.8693,72.6228,164087,10.0151
1,32768,10,inf,2.5,1,784,3,3.8878,1.5025,2.0962,14.0414,163527,9.9809
2,32768,10,inf,2.5,1,785,3,4.2481,2.0429,3.1787,29.2935,163455,9.9765
3,32768,10,inf,2.5,1,786,3,3.9045,2.4543,30.5406,82.4658,164283,10.027
4,32768,10,inf,2.5,1,787,3,3.8993,2.8967,85.071,491.721,163547,9.98212
5,32768,10,inf,2.5,1,788,3,3.9147,3.4125,485.213,1575.5,163743,9.99408
1,32768,10,inf,2.5,1,789,4,4.2305,1.4975,3.2742,13.5564,163326,9.96863
2,32768,10,inf,2.5,1,790,4,3.8799,2.0619,2.7724,26.3425,163571,9.98358
3,32768,10,inf,2.5,1,791,4,3.7788,2.3899,22.4046,82.1019,163585,9.98444
4,32768,10,inf,2.5,1,792,4,3.8385,2.8224,95.8545,474.974,164122,10.0172
5,32768,10,inf,2.5,1,793,4,4.1229,3.3243,398.296,1523.35,164390,10.0336
1,32768,10,inf,2.5,2,794,4,4.1661,1.6065,1.7442,7.5924,163298,9.96692
2,32768,10,inf,2.5,2,795,4,4.2652,1.9567,2.6797,15.6753,163890,10.0031
3,32768,10,inf,2.5,2,796,4,3.9731,2.4023,28.9155,50.3504,163724,9.99292
4,32768,10,inf,2.5,2,797,4,4.166,3.2793,81.9446,298.141,164307,10.0285
5,32768,10,inf,2.5,2,798,4,3.8762,3.4101,467.891,1036.87,163574,9.98376
1,32768,10,inf,2.5,3,799,4,4.2096,1.4905,2.0717,7.482,164007,10.0102
2,32768,10,inf,2.5,3,800,4,4.1763,1.9738,3.6717,13.8982,163826,9.99915
3,32768,10,inf,2.5,3,801,4,4.007,2.4612,20.7338,36.8877,163861,10.0013
4,32768,10,inf,2.5,3,802,4,3.897,2.9222,104.438,232.115,163840,10
5,32768,10,inf,2.5,3,803,4,3.9058,3.4394,476.758,784.061,163443,9.97577
1,32768,10,inf,2.5,4,804,4,4.045,1.5967,2.3295,6.484,163517,9.98029
2,32768,10,inf,2.5,4,805,4,3.8957,1.985,2.6699,8.9976,163429,9.97491
3,32768,10,inf,2.5,4,806,4,3.9021,2.4561,30.695,28.2518,163845,10.0003
4,32768,10,inf,2.5,4,807,4,3.6962,2.9564,83.1008,166.581,163222,9.96228
5,32768,10,inf,2.5,4,808,4,3.8628,3.4012,416.675,596.966,164104,10.0161
1,32768,10,inf,2.5,5,809,4,3.9926,1.5124,1.9061,5.7057,163473,9.9776
2,32768,10,inf,2.5,5,810,4,3.8664,2.0359,3.3735,9.6487,164464,10.0381
3,32768,10,inf,2.5,5,811,4,4.0482,2.4604,36.2936,24.8928,164367,10.0322
4,32768,10,inf,2.5,5,812,4,3.8687,3.1964,95.7148,143.363,163089,9.95416
5,32768,10,inf,2.5,5,813,4,3.872,3.6852,486.657,535.967,164477,10.0389
1,32768,10,inf,2.5,6,814,4,3.8979,1.4993,4.3635,6.6018,163702,9.99158
2,32768,10,inf,2.5,6,815,4,3.9452,1.9761,3.3489,9.8995,164053,10.013
3,32768,10,inf,2.5,6,816,4,4.1308,2.457,18.8707,21.4623,164488,10.0396
4,32768,10,inf,2.5,6,817,4,4.1127,2.9241,92.8172,124.629,163742,9.99402
5,32768,10,inf,2.5,6,818,4,3.8742,3.4087,477.1,475.781,163989,10.0091
1,32768,10,2,2.5,1,819,5,3.9837,1.6136,3.1708,69.1307,163865,10.0015
2,32768,10,2,2.5,1,820,5,4.1934,1.9802,5.0198,200.98,163854,10.0009
3,32768,10,2,2.5,1,821,5,3.7773,2.7442,56.557,1100.98,163066,9.95276
4,32768,10,2,2.5,1,822,5,3.6595,3.1443,19.3133,5553.1,164199,10.0219
5,32768,10,2,2.5,1,823,5,3.7649,3.5576,123.566,25085.5,163559,9.98285
1,32768,10,2,2.5,2,825,5,3.8691,1.4289,5.6468,35.7037,163576,9.98389
2,32768,10,2,2.5,2,826,5,3.7737,1.9251,6.2015,103.114,164061,10.0135
3,32768,10,2,2.5,2,827,5,3.8859,2.3981,9.21,652.422,163927,10.0053
4,32768,10,2,2.5,2,828,5,3.822,3.2176,19.374,3537.67,163408,9.97363
5,32768,10,2,2.5,2,829,5,3.75,3.3216,79.6174,16830.8,164122,10.0172
1,32768,10,2,2.5,3,831,5,3.9759,1.4562,3.1884,27.4519,164133,10.0179
2,32768,10,2,2.5,3,832,5,3.8502,1.9311,12.7889,79.905,163680,9.99023
3,32768,10,2,2.5,3,833,5,3.7473,2.393,7.7352,491.524,164471,10.0385
4,32768,10,2,2.5,3,834,5,3.783,2.8475,107.403,2830.26,163860,10.0012
5,32768,10,2,2.5,3,835,5,4.0658,3.355,54.4528,13122.3,163662,9.98914
1,32768,10,2,2.5,4,837,5,4.0423,1.7897,2.547,20.3612,163778,9.99622
2,32768,10,2,2.5,4,838,5,3.8195,2.0651,5.4289,54.0689,163244,9.96362
3,32768,10,2,2.5,4,839,5,3.769,2.3959,16.7833,372.032,163744,9.99414
4,32768,10,2,2.5,4,840,5,3.7949,2.8495,11.8989,2122.19,163889,10.003
5,32768,10,2,2.5,4,841,5,4.0663,3.3577,59.9679,10236.1,163853,10.0008
1,32768,10,2,2.5,5,843,5,3.935,1.772,2.9032,20.7499,163814,9.99841
2,32768,10,2,2.5,5,844,5,3.8939,2.1212,4.8441,50.1022,164459,10.0378
3,32768,10,2,2.5,5,845,5,3.8841,2.4523,18.7117,329.151,164454,10.0375
4,32768,10,2,2.5,5,846,5,3.8642,3.1888,54.9472,1857.21,163955,10.007
5,32768,10,2,2.5,5,847,5,4.1123,3.4059,115.003,9361.16,164002,10.0099
1,32768,10,2,2.5,6,849,5,4.0542,1.4971,3.168,17.7842,164169,10.0201
2,32768,10,2,2.5,6,850,5,3.879,1.9817,4.3242,45.0481,163348,9.96997
3,32768,10,2,2.5,6,851,5,3.8655,2.7015,10.3421,290.712,163541,9.98175
4,32768,10,2,2.5,6,852,5,3.859,2.9167,15.3878,1559.26,163965,10.0076
5,32768,10,2,2.5,6,853,5,3.9013,3.4054,56.6836,8422.21,163991,10.0092
1,1024,10,inf,2.5,1,855,0,0.1739,0.0765,0.1739,0.32,5194,10.1445
1,1024,100,inf,2.5,1,856,0,0.1211,0.0491,1.6135,0.9447,51226,100.051
1,2048,10,inf,2.5,1,857,0,0.3177,0.1113,0.2203,0.6888,10140,9.90234
1,2048,100,inf,2.5,1,858,0,0.2346,0.0932,3.0914,2.0647,102027,99.6357
1,4096,10,inf,2.5,1,859,0,0.7165,0.1911,0.4634,1.536,20372,9.94727
1,4096,100,inf,2.5,1,860,0,0.8283,0.1947,5.3352,4.8024,204659,99.9312
1,4096,1000,inf,2.5,1,861,0,0.4795,0.1938,114.157,25.8227,2048979,1000.48
1,8192,10,inf,2.5,1,862,0,1.1821,0.3682,0.4433,2.9013,40939,9.99487
1,8192,100,inf,2.5,1,863,0,0.9474,0.3714,8.3664,10.4523,410213,100.15
1,8192,1000,inf,2.5,1,864,0,0.9563,0.3715,127.633,68.0018,4096577,1000.14
1,16384,10,inf,2.5,1,865,0,2.2841,0.7295,1.159,6.2312,81654,9.96753
1,16384,100,inf,2.5,1,866,0,1.9117,0.7365,20.6122,24.8715,819551,100.043
1,16384,1000,inf,2.5,1,867,0,1.8625,0.7166,152.41,160.614,8192048,1000.01
1,32768,10,inf,2.5,1,868,0,4.0668,1.459,2.0731,12.6905,164378,10.0328
1,32768,100,inf,2.5,1,869,0,3.8577,1.7845,29.9967,46.7696,1638396,99.9998
1,32768,1000,inf,2.5,1,870,0,4.109,1.4506,314.02,403.535,16376844,999.563
1,65536,10,inf,2.5,1,871,0,8.224,2.9143,3.5108,28.7337,328270,10.018
1,65536,100,inf,2.5,1,872,0,7.469,3.1629,84.0487,106.782,3276026,99.9764
1,65536,1000,inf,2.5,1,873,0,7.2886,2.8972,383.564,959.434,32763429,999.861
1,131072,10,inf,2.5,1,874,0,16.1451,6.2201,7.3266,63.5167,657156,10.0274
1,131072,100,inf,2.5,1,875,0,15.2296,5.6887,69.8393,242.438,6556383,100.042
1,131072,1000,inf,2.5,1,876,0,15.6707,5.6533,763.597,1290.23,65528532,999.886
1,262144,10,inf,2.5,1,877,0,32.6122,12.0831,16.4058,129.286,1312261,10.0118
1,262144,100,inf,2.5,1,878,0,31.769,11.5627,73.4057,568.604,13102324,99.9628
1,262144,1000,inf,2.5,1,879,0,32.6132,11.6406,1050.98,3014.02,131074216,1000.02
1,524288,10,inf,2.5,1,880,0,65.2629,23.2203,35.8317,265.823,2619192,9.99142
1,524288,100,inf,2.5,1,881,0,64.4569,22.9407,355.513,1321.52,26221215,100.026
1,524288,1000,inf,2.5,1,882,0,65.9761,23.4435,1158.22,6721.8,262138187,999.978
1,1048576,10,inf,2.5,1,883,0,127.051,46.036,59.1551,582.979,5247189,10.0082
1,1048576,100,inf,2.5,1,884,0,126.568,46.2776,243.337,2855.16,52422285,99.9876
1,1048576,1000,inf,2.5,1,885,0,126.996,46.7269,3383.3,15596.8,524301810,1000.03
1,32768,2,inf,2.5,1,886,1,5.8844,1.9478,2.0957,15.2789,32482,1.98254
1,32768,4,inf,2.5,1,887,1,4.4995,1.5555,1.7191,10.1569,65526,3.99939
1,32768,8,inf,2.5,1,888,1,4.0093,1.5559,2.1936,11.0219,131161,8.00543
1,32768,16,inf,2.5,1,889,1,3.8201,1.7006,2.029,14.2697,261586,15.9659
1,32768,32,inf,2.5,1,890,1,4.172,1.4243,6.9342,22.3059,525263,32.0595
1,32768,64,inf,2.5,1,891,1,4.4099,1.8616,9.9297,34.9505,1048974,64.0243
1,32768,128,inf,2.5,1,892,1,3.8711,1.4595,38.9853,52.8831,2096290,127.947
1,32768,256,inf,2.5,1,893,1,3.9018,1.4659,48.1642,81.8936,4194978,256.041
1,32768,512,inf,2.5,1,894,1,4.2134,1.4252,79.2556,219.323,8385518,511.811
1,32768,1024,inf,2.5,1,895,1,4.0236,1.4275,323.551,413.349,16777905,1024.04
1,32768,2048,inf,2.5,1,896,1,3.9559,1.427,782.595,784.756,33551179,2047.8
1,32768,4096,inf,2.5,1,897,1,4.358,1.4238,2065.74,1578.21,67107550,4095.92
1,32768,10,inf,2.5,1,898,2,4.0013,1.4326,2.3945,12.346,163182,9.95984
1,32768,10,5,2.5,1,899,2,4.2899,1.4242,11.0683,101.754,164175,10.0204
1,32768,10,4.5,2.5,1,900,2,3.8103,1.4585,7.5344,109.202,164025,10.0113
1,32768,10,4,2.5,1,901,2,3.9634,1.4252,8.5727,104.951,163848,10.0005
1,32768,10,3.5,2.5,1,902,2,4.135,1.4359,9.248,99.6819,163896,10.0034
1,32768,10,3,2.5,1,903,2,4.2731,1.4266,7.5571,109.898,163900,10.0037
1,32768,10,2.5,2.5,1,904,2,3.833,1.4576,8.7355,105.462,163923,10.0051
1,32768,10,2,2.5,1,905,2,3.9666,1.9029,2.9686,65.4534,164367,10.0322
1,32768,10,inf,2.5,1,906,3,3.9216,1.4233,2.5888,13.5402,163107,9.95526
2,32768,10,inf,2.5,1,907,3,3.9806,2.3615,2.9566,25.5411,164258,10.0255
3,32768,10,inf,2.5,1,908,3,4.4327,2.4019,34.4088,82.1607,163719,9.99261
4,32768,10,inf,2.5,1,909,3,3.8711,2.7803,86.3954,468.985,164363,10.0319
5,32768,10,inf,2.5,1,910,3,3.8298,3.2463,433.723,1510.84,164428,10.0359
1,32768,10,inf,2.5,1,911,4,4.1233,1.4219,1.8736,12.2867,163964,10.0076
2,32768,10,inf,2.5,1,912,4,4.3487,1.9622,5.246,24.8802,164234,10.024
3,32768,10,inf,2.5,1,913,4,3.7575,2.3944,21.952,81.818,164785,10.0577
4,32768,10,inf,2.5,1,914,4,4.007,2.777,93.523,467.3,163648,9.98828
5,32768,10,inf,2.5,1,915,4,3.7268,3.2422,460.88,1509.97,164130,10.0177
1,32768,10,inf,2.5,2,916,4,4.1233,1.497,1.6431,7.9281,163509,9.9798
2,32768,10,inf,2.5,2,917,4,4.2421,2.0623,4.2332,16.6275,164208,10.0225
3,32768,10,inf,2.5,2,918,4,3.7709,2.7112,27.3971,46.6111,163555,9.9826
4,32768,10,inf,2.5,2,919,4,3.7682,2.8461,89.6191,283.637,163511,9.97992
5,32768,10,inf,2.5,2,920,4,3.7538,3.3182,450.83,995.141,164109,10.0164
1,32768,10,inf,2.5,3,921,4,4.2287,1.4557,1.6774,6.7739,164659,10.05
2,32768,10,inf,2.5,3,922,4,3.9355,2.2409,1.8689,12.2881,163585,9.98444
3,32768,10,inf,2.5,3,923,4,3.7527,2.4019,29.7002,36.6752,164308,10.0286
