algo,host,iter,seed,n,avgDeg,alpha,PLE,T,R,TimeTotal,TimePoints,TimePrepro,TimeEdges,GenNumEdge,GenAvgDeg
hypergirgs,gluten,3,123,10000000,10,1,3,0,29.5022,1413.12,745.56,391.429,247.059,49867903,9.97358
hypergirgs,gluten,3,123,21544346,10,1,3,0,31.0374,2881.3,1563.86,740.897,513.146,107769779,10.0045
hypergirgs,gluten,3,123,46415888,10,1,3,0,32.5725,6329.67,3350.45,1838.32,994.986,231694622,9.98342
hypergirgs,gluten,3,123,10000,100,1,3,0,11.0622,27.9918,0.883015,22.8419,4.25666,512147,102.429
hypergirgs,gluten,3,123,21544,100,1,3,0,12.6063,9.96449,2.0543,1.88142,6.02152,1062534,98.6385
hypergirgs,gluten,3,123,46415,100,1,3,0,14.1455,38.8168,4.03271,21.706,13.0705,2311016,99.5806
hypergirgs,gluten,3,123,100000,100,1,3,0,15.683,47.3223,8.31888,19.8542,19.1427,5059852,101.197
hypergirgs,gluten,3,123,215443,100,1,3,0,17.2191,77.1527,17.1978,28.4467,31.4991,10692586,99.2614
hypergirgs,gluten,3,123,464158,100,1,3,0,18.7545,149.393,37.3505,44.6838,67.0719,23245412,100.162
hypergirgs,gluten,3,123,1000000,100,1,3,0,20.2899,284.398,77.7512,77.8459,126.393,49873848,99.7477
hypergirgs,gluten,3,123,2154434,100,1,3,0,21.825,537.453,145.168,114.224,269.045,107943425,100.206
hypergirgs,gluten,3,123,4641588,100,1,3,0,23.36,1084.55,342.309,202.692,524.62,231990832,99.9618
hypergirgs,gluten,3,123,10000000,100,1,3,0,24.8951,2206.52,748.246,369.502,1059.72,499523761,99.9048
hypergirgs,gluten,3,123,21544346,100,1,3,0,26.4301,4610.57,1566.18,697.638,2285.55,1077625850,100.038
hypergirgs,gluten,3,123,46415888,100,1,3,0,27.9655,10033,3361.45,1568.5,4961.61,2320813048,100.001
hypergirgs,gluten,3,123,21544,1000,1,3,0,7.93843,58.0793,1.72856,23.5112,32.8316,10563115,980.609
hypergirgs,gluten,3,123,46415,1000,1,3,0,9.50959,60.7887,4.37463,9.18877,47.2167,22949050,988.864
hypergirgs,gluten,3,123,100000,1000,1,3,0,11.0624,105.576,8.27467,8.85575,88.4286,49328737,986.575
hypergirgs,gluten,3,123,215443,1000,1,3,0,12.6062,235.17,17.2381,15.2332,202.348,109252389,1014.21
hypergirgs,gluten,3,123,464158,1000,1,3,0,14.1456,556.406,37.0149,48.4541,470.922,233732205,1007.12
hypergirgs,gluten,3,123,1000000,1000,1,3,0,15.6828,1113.17,80.6443,80.5515,949.613,503432326,1006.86
hypergirgs,gluten,3,123,2154434,1000,1,3,0,17.2189,2313.57,179.164,100.94,2025.38,1078122511,1000.84
hypergirgs,gluten,3,123,4641588,1000,1,3,0,18.7545,4777.19,428.546,211.731,4124.56,2321584521,1000.34
hypergirgs,gluten,3,123,10000000,1000,1,3,0,20.2899,10632.8,891.914,397.153,9319.13,4998740705,999.748
hypergirgs,gluten,3,123,21544346,1000,1,3,0,21.8251,22961.2,1648.75,825.969,20392.3,10773949139,1000.16
hypergirgs,gluten,3,123,46415888,1000,1,3,0,23.3602,45175.8,3423.32,1503.79,40108.1,23208492237,1000.02
hypergirgs,gluten,3,123,10000,10,0.6,2.2,0.5,20.9825,52.4382,0.819736,41.0692,10.528,35345,7.069
hypergirgs,gluten,3,123,21544,10,0.6,2.2,0.5,22.5176,46.5525,1.71313,33.7188,11.0928,80738,7.49517
hypergirgs,gluten,3,123,46415,10,0.6,2.2,0.5,24.0526,48.4876,4.04685,25.9719,18.4393,148261,6.3885
hypergirgs,gluten,3,123,100000,10,0.6,2.2,0.5,25.5877,77.1777,8.31361,36.3239,32.5097,341729,6.83458
hypergirgs,gluten,3,123,215443,10,0.6,2.2,0.5,27.1228,137.675,17.3575,48.9272,71.3503,755117,7.0099
hypergirgs,gluten,3,123,464158,10,0.6,2.2,0.5,28.6578,311.364,37.428,97.4595,176.394,1878039,8.09224
hypergirgs,gluten,3,123,1000000,10,0.6,2.2,0.5,30.1929,556.397,87.4842,125.928,336.455,3910951,7.8219
hypergirgs,gluten,3,123,2154434,10,0.6,2.2,0.5,31.7279,1157.9,199.707,222.068,725.078,9081657,8.43067
hypergirgs,gluten,3,123,4641588,10,0.6,2.2,0.5,33.263,2268.27,428.813,339.491,1481.94,19519972,8.4109
hypergirgs,gluten,3,123,10000000,10,0.6,2.2,0.5,34.7981,4619.75,817.015,689.693,3060.85,46775147,9.35503
hypergirgs,gluten,3,123,21544346,10,0.6,2.2,0.5,36.3331,9347.68,1664.18,1181.01,6431.98,95157529,8.83364
hypergirgs,gluten,3,123,46415888,10,0.6,2.2,0.5,37.8682,19820.3,3456.67,2413.75,13756,201764617,8.69377
hypergirgs,gluten,3,123,10000,100,0.6,2.2,0.5,16.3774,32.4107,0.823965,22.1414,9.35045,261343,52.2686
hypergirgs,gluten,3,123,21544,100,0.6,2.2,0.5,17.9124,34.6077,2.95729,16.1771,15.4484,576609,53.5285
hypergirgs,gluten,3,123,46415,100,0.6,2.2,0.5,19.4475,71.4884,5.01306,34.1724,32.2752,1409817,60.7483
hypergirgs,gluten,3,123,100000,100,0.6,2.2,0.5,20.9825,94.6888,9.48452,30.6949,54.4832,3227326,64.5465
hypergirgs,gluten,3,123,215443,100,0.6,2.2,0.5,22.5176,168.182,17.2927,37.1754,113.684,6799189,63.1182
hypergirgs,gluten,3,123,464158,100,0.6,2.2,0.5,24.0527,419.699,37.5132,79.8792,302.265,16314685,70.298
hypergirgs,gluten,3,123,1000000,100,0.6,2.2,0.5,25.5877,824.379,80.9935,78.1668,662.453,38887516,77.775
hypergirgs,gluten,3,123,2154434,100,0.6,2.2,0.5,27.1228,1680.02,177.858,119.138,1374,81021986,75.2142
hypergirgs,gluten,3,123,4641588,100,0.6,2.2,0.5,28.6578,3790.81,429.045,234.831,3101.73,183899375,79.2399
hypergirgs,gluten,3,123,10000000,100,0.6,2.2,0.5,30.1929,8100.56,956.192,404.931,6689.91,395130217,79.026
hypergirgs,gluten,3,123,21544346,100,0.6,2.2,0.5,31.7279,18267.6,1994.65,962.59,15259.5,914060108,84.8538
hypergirgs,gluten,3,123,46415888,100,0.6,2.2,0.5,33.263,39536.7,4279.24,1827.74,33324.8,1952776763,84.1426
hypergirgs,gluten,3,123,21544,1000,0.6,2.2,0.5,13.3072,78.3049,1.72258,16.7718,59.7981,4385313,407.103
hypergirgs,gluten,3,123,46415,1000,0.6,2.2,0.5,14.8423,141.368,3.715,7.61118,130.023,10793793,465.099
hypergirgs,gluten,3,123,100000,1000,0.6,2.2,0.5,16.3774,348.539,8.44149,14.3672,325.658,26033439,520.669
hypergirgs,gluten,3,123,215443,1000,0.6,2.2,0.5,17.9124,817.855,17.3334,33.1437,767.349,59385184,551.284
hypergirgs,gluten,3,123,464158,1000,0.6,2.2,0.5,19.4475,1937.97,37.5868,67.9102,1832.39,139277048,600.128
hypergirgs,gluten,3,123,1000000,1000,0.6,2.2,0.5,20.9825,4447.43,125.255,94.0321,4224.47,314844333,629.689
hypergirgs,gluten,3,123,2154434,1000,0.6,2.2,0.5,22.5176,10059.9,230.142,140.54,9680.12,711611436,660.602
hypergirgs,gluten,3,123,4641588,1000,0.6,2.2,0.5,24.0527,23386,429.084,230.102,22712.7,1655372595,713.279
hypergirgs,gluten,3,123,10000000,1000,0.6,2.2,0.5,25.5877,52752.6,923.686,385.073,51394.1,3702879781,740.576
hypergirgs,gluten,3,123,21544346,1000,0.6,2.2,0.5,27.1228,119516,1996.16,781.202,116646,8252611115,766.105
hypergirgs,gluten,3,123,10000,10,1,3,0.5,16.5881,36.8964,1.05423,30.2021,5.61323,50798,10.1596
hypergirgs,gluten,3,123,21544,10,1,3,0.5,18.1231,30.1693,3.80818,18.9019,7.43287,107892,10.016
hypergirgs,gluten,3,123,46415,10,1,3,0.5,19.6582,58.485,6.21432,35.6428,16.6103,225655,9.72337
hypergirgs,gluten,3,123,100000,10,1,3,0.5,21.1933,64.2506,8.76036,34.8318,20.6368,493378,9.86756
hypergirgs,gluten,3,123,215443,10,1,3,0.5,22.7283,104.611,14.8992,49.2007,40.4815,1078856,10.0152
hypergirgs,gluten,3,123,464158,10,1,3,0.5,24.2634,185.63,31.0665,63.9837,90.4389,2296487,9.89528
hypergirgs,gluten,3,123,1000000,10,1,3,0.5,25.7984,363.908,66.3895,102.062,190.41,5024278,10.0486
hypergirgs,gluten,3,123,2154434,10,1,3,0.5,27.3335,692.707,184.098,135.452,363.402,10799423,10.0253
hypergirgs,gluten,3,123,4641588,10,1,3,0.5,28.8686,1391.85,348.404,254.71,763.488,23200314,9.99671
hypergirgs,gluten,3,123,10000000,10,1,3,0.5,30.4036,2792.48,758.426,465.714,1516.73,49952438,9.99049
hypergirgs,gluten,3,123,21544346,10,1,3,0.5,31.9387,5777.34,1582.91,924.069,3188.95,107695297,9.99755
hypergirgs,gluten,3,123,46415888,10,1,3,0.5,33.4737,11950.2,3376.18,1876.65,6592.48,231701763,9.98373
hypergirgs,gluten,3,123,10000,100,1,3,0.5,11.9829,23.1481,0.817852,3.64178,18.3794,493008,98.6016
hypergirgs,gluten,3,123,21544,100,1,3,0.5,13.518,37.3402,2.03299,6.4689,28.6044,1041301,96.6674
hypergirgs,gluten,3,123,46415,100,1,3,0.5,15.053,78.9004,4.10611,27.6851,47.0368,2304274,99.2901
hypergirgs,gluten,3,123,100000,100,1,3,0.5,16.5881,105.06,9.39821,12.1384,83.5043,5020453,100.409
hypergirgs,gluten,3,123,215443,100,1,3,0.5,18.1232,215.156,17.5244,21.2137,176.099,10789525,100.161
hypergirgs,gluten,3,123,464158,100,1,3,0.5,19.6582,481.366,37.2641,56.329,387.717,23102199,99.5445
hypergirgs,gluten,3,123,1000000,100,1,3,0.5,21.1933,978.91,68.7499,81.1525,826.37,49856768,99.7135
hypergirgs,gluten,3,123,2154434,100,1,3,0.5,22.7283,2076.77,140.943,138.826,1787.97,107764256,100.04
hypergirgs,gluten,3,123,4641588,100,1,3,0.5,24.2634,4393.23,338.798,251.884,3788.6,231329480,99.6769
hypergirgs,gluten,3,123,10000000,100,1,3,0.5,25.7984,9193.27,728.356,391.473,8044.57,499642959,99.9286
hypergirgs,gluten,3,123,21544346,100,1,3,0.5,27.3335,19688.4,1555.21,747.567,17291.8,1075911047,99.8787
hypergirgs,gluten,3,123,46415888,100,1,3,0.5,28.8686,42702.9,3372.26,1734.42,37454.8,2318899062,99.9183
hypergirgs,gluten,3,123,21544,1000,1,3,0.5,8.91278,180.492,1.74237,2.88842,175.85,10042254,932.255
hypergirgs,gluten,3,123,46415,1000,1,3,0.5,10.4478,362.266,4.03843,16.3438,341.577,22687752,977.604
hypergirgs,gluten,3,123,100000,1000,1,3,0.5,11.9829,790.428,8.99135,12.2062,769.209,48890180,977.804
hypergirgs,gluten,3,123,215443,1000,1,3,0.5,13.518,1704.13,17.3854,26.7853,1659.95,106015485,984.163
hypergirgs,gluten,3,123,464158,1000,1,3,0.5,15.053,3724.34,37.5107,63.795,3622.7,231271801,996.522
hypergirgs,gluten,3,123,1000000,1000,1,3,0.5,16.5881,7973.32,124.751,83.5858,7761.96,497687254,995.375
hypergirgs,gluten,3,123,2154434,1000,1,3,0.5,18.1232,17219.1,225.846,114.991,16870.4,1076350571,999.196
hypergirgs,gluten,3,123,4641588,1000,1,3,0.5,19.6582,37020.5,427.939,242.21,36328.4,2316435896,998.122
hypergirgs,gluten,3,123,10000000,1000,1,3,0.5,21.1933,79787.1,835.551,411.259,78490.3,5006874032,1001.37
hypergirgs,gluten,3,123,21544346,1000,1,3,0.5,22.7283,171812,1632.07,798.09,169288,10775252272,1000.29
hypergirgs,gluten,3,123,10000,10,0.6,2.2,0.9,24.5068,63.5716,1.10268,47.566,14.8645,17215,3.443
hypergirgs,gluten,3,123,21544,10,0.6,2.2,0.9,26.0419,63.2531,2.20899,29.29,31.4413,43253,4.01532
hypergirgs,gluten,3,123,46415,10,0.6,2.2,0.9,27.5769,132.826,4.39521,57.3353,70.7932,93098,4.01155
hypergirgs,gluten,3,123,100000,10,0.6,2.2,0.9,29.112,187.493,9.09417,51.4255,126.634,200346,4.00692
hypergirgs,gluten,3,123,215443,10,0.6,2.2,0.9,30.6471,319.024,19.0628,78.675,218.939,517684,4.80576
hypergirgs,gluten,3,123,464158,10,0.6,2.2,0.9,32.1821,594.98,37.212,131.033,422.76,1147308,4.94361
hypergirgs,gluten,3,123,1000000,10,0.6,2.2,0.9,33.7172,1182.84,78.4555,221.9,872.73,2762909,5.52582
hypergirgs,gluten,3,123,2154434,10,0.6,2.2,0.9,35.2522,2265.07,152.47,348.589,1742.45,5902763,5.47964
hypergirgs,gluten,3,123,4641588,10,0.6,2.2,0.9,36.7873,4771.83,354.425,674.671,3699.81,13962928,6.01644
hypergirgs,gluten,3,123,10000000,10,0.6,2.2,0.9,38.3224,9766.18,741.736,1335.9,7604.51,35177836,7.03557
hypergirgs,gluten,3,123,21544346,10,0.6,2.2,0.9,39.8574,24245.1,1561.11,3010.88,19464.3,70528397,6.54728
hypergirgs,gluten,3,123,46415888,10,0.6,2.2,0.9,41.3925,42554.3,3383.73,5012.48,33814.5,151270979,6.51807
hypergirgs,gluten,3,123,10000,100,0.6,2.2,0.9,19.9017,34.9784,0.836023,25.699,8.42018,124629,24.9258
hypergirgs,gluten,3,123,21544,100,0.6,2.2,0.9,21.4367,34.9175,2.05935,16.5539,16.2776,325952,30.2592
hypergirgs,gluten,3,123,46415,100,0.6,2.2,0.9,22.9717,54.3221,4.05278,20.7462,29.4945,681087,29.3477
hypergirgs,gluten,3,123,100000,100,0.6,2.2,0.9,24.5068,104.362,8.32736,40.9389,55.0636,1750406,35.0081
hypergirgs,gluten,3,123,215443,100,0.6,2.2,0.9,26.0419,192.381,17.3477,49.746,125.248,4388732,40.7415
hypergirgs,gluten,3,123,464158,100,0.6,2.2,0.9,27.5769,449.569,37.4623,84.326,327.655,10106974,43.5497
hypergirgs,gluten,3,123,1000000,100,0.6,2.2,0.9,29.112,895.028,81.227,112.307,698.679,22353742,44.7075
hypergirgs,gluten,3,123,2154434,100,0.6,2.2,0.9,30.6471,1937.68,178.079,166.824,1582.1,54782440,50.8555
hypergirgs,gluten,3,123,4641588,100,0.6,2.2,0.9,32.1821,4484.8,429.535,323.599,3705.72,114954286,49.5323
hypergirgs,gluten,3,123,10000000,100,0.6,2.2,0.9,33.7172,9611.48,934.523,644.09,8001.58,269594366,53.9189
hypergirgs,gluten,3,123,21544346,100,0.6,2.2,0.9,35.2522,21272.8,1720.33,1072.21,18419.4,626389785,58.1489
hypergirgs,gluten,3,123,46415888,100,0.6,2.2,0.9,36.7873,47008.3,3536.81,2162.82,41179.4,1364456428,58.7926
hypergirgs,gluten,3,123,21544,1000,0.6,2.2,0.9,16.8315,70.1524,1.73142,19.8002,48.5993,2112584,196.118
hypergirgs,gluten,3,123,46415,1000,0.6,2.2,0.9,18.3666,129.738,4.05283,26.1385,99.5247,5291019,227.987
hypergirgs,gluten,3,123,100000,1000,0.6,2.2,0.9,19.9017,270.495,8.31943,25.3097,236.838,13008678,260.174
hypergirgs,gluten,3,123,215443,1000,0.6,2.2,0.9,21.4367,625.537,17.5437,38.3336,569.632,31222950,289.849
hypergirgs,gluten,3,123,464158,1000,0.6,2.2,0.9,22.9718,1517.49,37.3984,66.6763,1413.37,77190190,332.603
hypergirgs,gluten,3,123,1000000,1000,0.6,2.2,0.9,24.5068,3540.28,81.0291,101.069,3353.87,178421438,356.843
hypergirgs,gluten,3,123,2154434,1000,0.6,2.2,0.9,26.0419,8472.9,212.222,141.798,8109.67,411915190,382.388
hypergirgs,gluten,3,123,4641588,1000,0.6,2.2,0.9,27.577,20384.3,428.887,254.211,19681.2,973305740,419.385
hypergirgs,gluten,3,123,10000000,1000,0.6,2.2,0.9,29.112,48930.4,933.66,443.923,47523.9,2278729592,455.746
hypergirgs,gluten,3,123,21544346,1000,0.6,2.2,0.9,30.6471,114073,1973.15,844.786,111192,5201605249,482.874
hypergirgs,gluten,3,123,10000,10,1,3,0.9,20.1124,20.3173,0.809497,9.57051,9.90638,30357,6.0714
hypergirgs,gluten,3,123,21544,10,1,3,0.9,21.6474,58.9853,3.6429,42.2273,13.0894,72413,6.72234
hypergirgs,gluten,3,123,46415,10,1,3,0.9,23.1825,59.3452,4.80561,36.7301,17.7864,159264,6.86261
hypergirgs,gluten,3,123,100000,10,1,3,0.9,24.7176,93.3174,7.07677,42.5056,43.7084,358707,7.17414
hypergirgs,gluten,3,123,215443,10,1,3,0.9,26.2526,136.641,14.509,57.315,64.7903,793292,7.36429
hypergirgs,gluten,3,123,464158,10,1,3,0.9,27.7877,272.596,30.7338,86.2243,155.565,1750512,7.54274
hypergirgs,gluten,3,123,1000000,10,1,3,0.9,29.3227,472.504,66.7058,104.182,298.904,3889385,7.77877
hypergirgs,gluten,3,123,2154434,10,1,3,0.9,30.8578,916.725,136.006,163.357,606.343,8549992,7.93711
hypergirgs,gluten,3,123,4641588,10,1,3,0.9,32.3928,1900.64,337.856,297.464,1249.68,18844897,8.12002
hypergirgs,gluten,3,123,10000000,10,1,3,0.9,33.9279,3958.69,724.364,585.133,2618.32,41336258,8.26725
hypergirgs,gluten,3,123,21544346,10,1,3,0.9,35.463,8394.9,1564.85,1125.94,5640.54,90602332,8.41078
hypergirgs,gluten,3,123,46415888,10,1,3,0.9,36.998,18256.6,3355.15,2282.99,12440.7,198143619,8.53775
hypergirgs,gluten,3,123,10000,100,1,3,0.9,15.5072,18.1367,0.812009,5.93784,11.371,257696,51.5392
hypergirgs,gluten,3,123,21544,100,1,3,0.9,17.0422,33.0623,2.05793,8.81436,22.1724,595594,55.2909
hypergirgs,gluten,3,123,46415,100,1,3,0.9,18.5773,57.3032,4.0612,11.4614,41.7623,1355703,58.4166
hypergirgs,gluten,3,123,100000,100,1,3,0.9,20.1124,114.024,8.2814,30.9577,74.7643,3151935,63.0387
hypergirgs,gluten,3,123,215443,100,1,3,0.9,21.6474,216.406,14.6527,39.0871,162.643,7039005,65.3445
hypergirgs,gluten,3,123,464158,100,1,3,0.9,23.1825,469.808,28.7741,57.0886,383.916,15860135,68.3394
hypergirgs,gluten,3,123,1000000,100,1,3,0.9,24.7176,1023.11,61.5226,89.6303,869.206,35337430,70.6749
hypergirgs,gluten,3,123,2154434,100,1,3,0.9,26.2526,2251.26,136.951,144.254,1955.09,78981283,73.3198
hypergirgs,gluten,3,123,4641588,100,1,3,0.9,27.7877,5082.38,371.555,213.683,4482.92,175456789,75.6021
hypergirgs,gluten,3,123,10000000,100,1,3,0.9,29.3227,11254.7,726.061,440.787,10058.5,387090183,77.418
hypergirgs,gluten,3,123,21544346,100,1,3,0.9,30.8578,25049.3,1551.79,799.965,22600.5,854788030,79.3515
hypergirgs,gluten,3,123,46415888,100,1,3,0.9,32.3928,55777.5,3377.43,1853.09,50399.9,1881184119,81.0578
hypergirgs,gluten,3,123,21544,1000,1,3,0.9,12.4371,139.906,1.87888,28.4027,109.61,4550626,422.449
hypergirgs,gluten,3,123,46415,1000,1,3,0.9,13.9721,224.58,4.05712,6.66214,213.844,10881267,468.869
hypergirgs,gluten,3,123,100000,1000,1,3,0.9,15.5072,545.831,8.30163,21.4038,516.102,26076454,521.529
hypergirgs,gluten,3,123,215443,1000,1,3,0.9,17.0423,1244.1,17.4484,31.4333,1195.18,60268349,559.483
hypergirgs,gluten,3,123,464158,1000,1,3,0.9,18.5773,3010.54,67.7411,78.4378,2864.02,137971475,594.502
hypergirgs,gluten,3,123,1000000,1000,1,3,0.9,20.1124,6686.21,80.5458,90.5825,6512.63,311129659,622.259
hypergirgs,gluten,3,123,2154434,1000,1,3,0.9,21.6474,15626.3,149.637,146.631,15320.8,705754697,655.165
hypergirgs,gluten,3,123,4641588,1000,1,3,0.9,23.1825,36724.1,341.024,221.512,36147.6,1589751714,685.003
hypergirgs,gluten,3,123,10000000,1000,1,3,0.9,24.7176,83836.6,728.566,407.35,82672.1,3549206982,709.841
