[CSV]host,iter,algo,n,avgDeg,alpha,T,R,TimeTotal,GenNumEdge,GenAvgDeg
[CSV]gluten,1,Embedder,10000,100,0.6,0.5,16.3774,195.61,199376,39.8752
[CSV]gluten,1,Embedder,10000,100,0.6,0.5,16.3774,188.497,189685,37.937
[CSV]gluten,1,Embedder,21544,100,0.6,0.5,17.9124,515.498,541509,50.2701
[CSV]gluten,1,Embedder,46415,100,0.6,0.5,19.4475,769.074,1053504,45.395
[CSV]gluten,1,Embedder,100000,100,0.6,0.5,20.9825,1698.39,2306189,46.1238
[CSV]gluten,1,Embedder,215443,100,0.6,0.5,22.5176,4270.08,5780396,53.6606
[CSV]gluten,1,Embedder,464158,100,0.6,0.5,24.0527,9994.24,13468316,58.0333
[CSV]gluten,1,Embedder,1000000,100,0.6,0.5,25.5877,22246.1,28597101,57.1942
[CSV]gluten,1,Embedder,2154434,100,0.6,0.5,27.1228,56966.6,70542622,65.486
[CSV]gluten,1,Embedder,4641588,100,0.6,0.5,28.6578,134369,158246296,68.1863
[CSV]gluten,1,Embedder,21544,1000,0.6,0.5,13.3072,2835.88,3939995,365.763
[CSV]gluten,1,Embedder,46415,1000,0.6,0.5,14.8423,6840.52,8794891,378.968
[CSV]gluten,1,Embedder,100000,1000,0.6,0.5,16.3774,18361.6,22314155,446.283
[CSV]gluten,1,Embedder,215443,1000,0.6,0.5,17.9124,45547.1,52663359,488.884
[CSV]gluten,1,Embedder,464158,1000,0.6,0.5,19.4475,60675.3,107296697,462.328
[CSV]gluten,1,Embedder,1000000,1000,0.6,0.5,20.9825,144800,248025426,496.051
[CSV]gluten,1,Embedder,10000,10,1,0.5,16.5881,69.2382,43367,8.6734
[CSV]gluten,1,Embedder,10000,10,1,0.5,16.5881,70.9238,44981,8.9962
[CSV]gluten,1,Embedder,21544,10,1,0.5,18.1231,136.116,85178,7.90735
[CSV]gluten,1,Embedder,46415,10,1,0.5,19.6582,288.406,189152,8.15047
[CSV]gluten,1,Embedder,100000,10,1,0.5,21.1933,622.631,421067,8.42134
[CSV]gluten,1,Embedder,215443,10,1,0.5,22.7283,1322.52,915154,8.49556
[CSV]gluten,1,Embedder,464158,10,1,0.5,24.2634,2758.04,1994487,8.594
