[CSV]host,iter,algo,n,avgDeg,alpha,T,R,TimeTotal,GenNumEdge,GenAvgDeg
[CSV]compute5,1,Embedder,21544,1000,1,0.5,8.91278,3746.23,8168496,758.308
[CSV]compute5,1,Embedder,46415,1000,1,0.5,10.4478,8961.13,18286999,787.978
[CSV]compute5,1,Embedder,100000,1000,1,0.5,11.9829,21505,41283268,825.665
[CSV]compute5,1,Embedder,215443,1000,1,0.5,13.518,50577.2,90808085,842.989
[CSV]compute5,1,Embedder,464158,1000,1,0.5,15.053,117198,197074849,849.171
[CSV]compute5,1,Embedder,10000,10,0.6,0.9,24.5068,393.818,11822,2.3644
[CSV]compute5,1,Embedder,10000,10,0.6,0.9,24.5068,395.048,12473,2.4946
[CSV]compute5,1,Embedder,21544,10,0.6,0.9,26.0419,764.3,27558,2.5583
[CSV]compute5,1,Embedder,46415,10,0.6,0.9,27.5769,1504.79,61020,2.62932
[CSV]compute5,1,Embedder,100000,10,0.6,0.9,29.112,3069.76,137145,2.7429
[CSV]compute5,1,Embedder,215443,10,0.6,0.9,30.6471,12088.8,304868,2.83015
[CSV]compute5,1,Embedder,464158,10,0.6,0.9,32.1821,24259.7,570365,2.45763
[CSV]compute5,1,Embedder,1000000,10,0.6,0.9,33.7172,49322,1424633,2.84927
[CSV]compute5,1,Embedder,2154434,10,0.6,0.9,35.2522,99317.1,2896813,2.68916
[CSV]compute5,1,Embedder,4641588,10,0.6,0.9,36.7873,200971,6270971,2.70208
[CSV]compute5,1,Embedder,10000,100,0.6,0.9,19.9017,83.8303,57498,11.4996
[CSV]compute5,1,Embedder,10000,100,0.6,0.9,19.9017,84.4453,60135,12.027
[CSV]compute5,1,Embedder,21544,100,0.6,0.9,21.4367,175.661,135617,12.5898
[CSV]compute5,1,Embedder,46415,100,0.6,0.9,22.9717,385.927,318422,13.7207
[CSV]compute5,1,Embedder,100000,100,0.6,0.9,24.5068,857.853,764238,15.2848
[CSV]compute5,1,Embedder,215443,100,0.6,0.9,26.0419,1932.05,1638710,15.2125
[CSV]compute5,1,Embedder,464158,100,0.6,0.9,27.5769,4910.16,3927553,16.9233
[CSV]compute5,1,Embedder,1000000,100,0.6,0.9,29.112,11481.7,9539812,19.0796
[CSV]compute5,1,Embedder,2154434,100,0.6,0.9,30.6471,27071.5,15048719,13.97
