[CSV]host,iter,algo,n,avgDeg,alpha,PLE,R,T,TimeTotal,GenNumEdge,GenAvgDeg
[CSV]thomas-desktop,2,NkOpt,21544,100,1,3,12.6063,0.0,31.1065,1076422,99.9278
[CSV]thomas-desktop,2,NkOpt,46415,100,1,3,14.1455,0.0,66.5329,2322615,100.08
[CSV]thomas-desktop,2,NkOpt,100000,100,1,3,15.683,0.0,144.45,5014879,100.298
[CSV]thomas-desktop,2,NkOpt,215443,100,1,3,17.2191,0.0,308.821,10733555,99.6417
[CSV]thomas-desktop,2,NkOpt,464158,100,1,3,18.7545,0.0,684.391,23349745,100.611
[CSV]thomas-desktop,2,NkOpt,1000000,100,1,3,20.2899,0.0,1421.01,49840370,99.6807
[CSV]thomas-desktop,2,NkOpt,2154434,100,1,3,21.825,0.0,3129.38,107805726,100.078
[CSV]thomas-desktop,2,NkOpt,4641588,100,1,3,23.36,0.0,6993.95,231734507,99.8514
[CSV]thomas-desktop,2,NkOpt,10000000,100,1,3,24.8951,0.0,15718.7,500846644,100.169
[CSV]thomas-desktop,2,NkOpt,21544346,100,1,3,26.4301,0.0,33272.3,1078778076,100.145
[CSV]thomas-desktop,2,NkOpt,46415888,100,1,3,27.9655,0.0,73379.2,2319479442,99.9433
[CSV]thomas-desktop,2,NkOpt,100000000,100,1,3,29.5006,0.0,163637,5004536423,100.091
[CSV]thomas-desktop,2,NkOpt,21544,1000,1,3,7.93843,0.0,214.701,10713559,994.575
[CSV]thomas-desktop,2,NkOpt,46415,1000,1,3,9.50959,0.0,448.557,23101866,995.448
[CSV]thomas-desktop,2,NkOpt,100000,1000,1,3,11.0624,0.0,969.931,50380051,1007.6
[CSV]thomas-desktop,2,NkOpt,215443,1000,1,3,12.6062,0.0,2078.64,107749404,1000.26
[CSV]thomas-desktop,2,NkOpt,464158,1000,1,3,14.1456,0.0,4505.47,230582785,993.553
[CSV]thomas-desktop,2,NkOpt,1000000,1000,1,3,15.6828,0.0,9652.79,500128115,1000.26
[CSV]thomas-desktop,2,NkOpt,2154434,1000,1,3,17.2189,0.0,20775.2,1081789991,1004.25
[CSV]thomas-desktop,2,NkOpt,4641588,1000,1,3,18.7545,0.0,45100,2324850370,1001.75
[CSV]thomas-desktop,2,NkOpt,10000000,1000,1,3,20.2899,0.0,97670.6,5010783097,1002.16
[CSV]thomas-desktop,2,NkOpt,21544346,1000,1,3,21.8251,0.0,207997,10764313963,999.27
[CSV]thomas-desktop,3,NkOpt,10000,10,0.6,2.2,19.2056,0.0,5.53634,51927,10.3854
[CSV]thomas-desktop,3,NkOpt,10000,10,0.6,2.2,19.2056,0.0,5.37433,57754,11.5508
[CSV]thomas-desktop,3,NkOpt,21544,10,0.6,2.2,20.8558,0.0,10.6569,119164,11.0624
[CSV]thomas-desktop,3,NkOpt,46415,10,0.6,2.2,22.4896,0.0,23.2036,233015,10.0405
[CSV]thomas-desktop,3,NkOpt,100000,10,0.6,2.2,24.112,0.0,50.9319,457728,9.15456
[CSV]thomas-desktop,3,NkOpt,215443,10,0.6,2.2,25.7171,0.0,115.935,1017392,9.44465
[CSV]thomas-desktop,3,NkOpt,464158,10,0.6,2.2,27.3193,0.0,263.253,2328204,10.0319
[CSV]thomas-desktop,3,NkOpt,1000000,10,0.6,2.2,28.9054,0.0,552.896,4969287,9.93857
[CSV]thomas-desktop,3,NkOpt,2154434,10,0.6,2.2,30.488,0.0,1297.14,11210085,10.4065
[CSV]thomas-desktop,3,NkOpt,4641588,10,0.6,2.2,32.0655,0.0,3042.35,23586958,10.1633
[CSV]thomas-desktop,3,NkOpt,10000000,10,0.6,2.2,33.6363,0.0,7004.97,48666859,9.73337
[CSV]thomas-desktop,3,NkOpt,21544346,10,0.6,2.2,35.2051,0.0,14783.5,102015755,9.4703
[CSV]thomas-desktop,3,NkOpt,46415888,10,0.6,2.2,36.7676,0.0,35225.4,262275492,11.3011
[CSV]thomas-desktop,3,NkOpt,100000000,10,0.6,2.2,38.3262,0.0,79332.3,484438631,9.68877
[CSV]thomas-desktop,3,NkOpt,10000,100,0.6,2.2,14.0942,0.0,17.3085,522164,104.433
[CSV]thomas-desktop,3,NkOpt,10000,100,0.6,2.2,14.0942,0.0,16.5584,514744,102.949
[CSV]thomas-desktop,3,NkOpt,21544,100,0.6,2.2,15.8307,0.0,35.3102,1118176,103.804
[CSV]thomas-desktop,3,NkOpt,46415,100,0.6,2.2,17.531,0.0,71.2257,2204290,94.9818
[CSV]thomas-desktop,3,NkOpt,100000,100,0.6,2.2,19.2046,0.0,160.605,5041987,100.84
[CSV]thomas-desktop,3,NkOpt,215443,100,0.6,2.2,20.8564,0.0,326.504,10098930,93.7504
[CSV]thomas-desktop,3,NkOpt,464158,100,0.6,2.2,22.4907,0.0,744.793,23199293,99.9629
[CSV]thomas-desktop,3,NkOpt,1000000,100,0.6,2.2,24.1109,0.0,1544.75,48516548,97.0331
[CSV]thomas-desktop,3,NkOpt,2154434,100,0.6,2.2,25.7189,0.0,3452.73,106424120,98.7954
[CSV]thomas-desktop,3,NkOpt,4641588,100,0.6,2.2,27.3174,0.0,7811.82,234087723,100.865
